DN,BottomTemp,Temperature,BottomSalCorrected,Salinity,dayDN,dailyAverage,AvgEstimatedTemp,oceanSalEstimate
2013-04-28 09:40:00,,9.05,,29.92268595546302,2013-04-28,11.054166666666667,10.259465444750928,27.72259914463479
2013-04-29 22:50:00,,11.37,,29.16177623919908,2013-04-29,11.65,11.23140988919537,27.34214428650282
2013-04-30 11:20:00,,9.47,,29.907712309562807,2013-04-30,11.320833333333333,10.488354333639817,27.715112321684682
2013-05-01 12:25:00,,8.58,,30.27411134047153,2013-05-01,10.133333333333333,9.795854333639817,27.898311837139044
2013-05-02 13:40:00,,8.65,,30.30354479332994,2013-05-02,9.666666666666666,9.663632111417593,27.913028563568247
2013-05-03 15:05:00,,8.95,,30.46602599729812,2013-05-03,9.466666666666667,9.696965444750928,27.99426916555234
2013-05-04 15:35:00,,8.54,,30.624582104692045,2013-05-04,9.191666666666666,9.468632111417595,28.0735472192493
2013-05-05 17:00:00,,8.58,,30.644239289156584,2013-05-05,9.3125,9.522243222528706,28.08337581148157
2013-05-06 05:35:00,,8.63,,30.435998885432817,2013-05-06,10.420833333333333,9.908354333639815,27.979255609619685
2013-05-07 06:15:00,,10.24,,29.478388585065,2013-05-07,11.458333333333334,10.790854333639816,27.50045045943578
2013-05-08 19:35:00,,10.97,,29.37427331538311,2013-05-08,11.804166666666667,11.149465444750929,27.448392824594833
2013-05-09 07:35:00,,10.94,,29.69740434821168,2013-05-09,12.070833333333333,11.228354333639816,27.60995834100912
2013-05-10 08:05:00,,10.94,,29.98918477980531,2013-05-10,12.154166666666667,11.256132111417594,27.755848556805933
2013-05-11 08:50:00,,10.05,,30.238379266746964,2013-05-11,12.612499999999999,11.112243222528704,27.88044580027676
2013-05-12 09:25:00,,11.18,,29.949390808235982,2013-05-12,13.020833333333334,11.625021000306484,27.735951571021268
2013-05-13 23:15:00,,11.71,,29.6696253740845,2013-05-13,12.845833333333333,11.743354333639816,27.59606885394553
2013-05-14 00:00:00,,11.81,,29.61402016529603,2013-05-14,13.174999999999999,11.886409889195372,27.568266249551293
2013-05-15 11:05:00,,11.13,,29.643400284517487,2013-05-15,13.0875,11.63057655586204,27.58295630916202
2013-05-16 11:55:00,,12.33,,28.824952377341447,2013-05-16,13.091666666666667,12.031965444750929,27.173732355574003
2013-05-17 11:20:00,,12.32,,28.47243979398637,2013-05-17,13.083333333333334,12.025854333639819,26.997476063896464
2013-05-18 13:50:00,,12.81,,27.890949952936552,2013-05-18,13.104347826086956,12.196192497891024,26.706731143371556
2013-05-19 02:30:00,,13.48,,27.38858134757093,2013-05-19,12.108333333333334,12.087521000306483,26.455546840688744
2013-05-20 16:00:00,,10.77,,28.24378402694355,2013-05-20,11.708333333333334,11.050854333639817,26.883148180375052
