DN,C,R,P,S,T
735544.3125,4.608742192713334,1002.4946030023277,2.4075702762676876,3.54594422847871,9.947094995923784
735544.3159722222,4.708110504731589,1002.558584427446,2.4155726441311556,3.6276524034721036,9.945502862478115
735544.3194444445,4.7234238610944095,1002.5688824131374,2.4285645418929347,3.640577930211639,9.942605000186425
735544.3229166667,4.845247558615767,1002.6466707361981,2.456540494564702,3.7404340644391536,9.945794690062053
735544.3263888889,5.205135538047605,1002.8782303772815,2.4975215789054395,4.037326092010627,9.94839585410238
735544.3298611111,5.514617622784746,1003.0778372815065,2.5375142674448976,4.293634244740138,9.952991640756164
735544.3333333334,5.779495857292404,1003.2489002477415,2.578515086097193,4.513714353819506,9.959089307083175
735544.3368055556,5.865764908609872,1003.3047061421606,2.618519432896316,4.585479301519556,9.961995104537158
735544.3402777779,6.199497614287699,1003.5221466124875,2.660518778866585,4.864646293937724,9.965394480856489
735544.34375,6.697909256766827,1003.8476985882929,2.7065020426527244,5.283326545410494,9.973784493989136
735544.3472222222,6.981685145362517,1004.0331700343067,2.7545014362556497,5.522374714843425,9.982284855786215
735544.3506944445,7.38405888813581,1004.2940519172382,2.805499400120026,5.860419380881187,10.006658110270553
735544.3541666667,7.882925662478987,1004.6234556729196,2.8525093135087376,6.284698900112389,10.0168831498142
735544.3576388889,8.796968266894956,1005.2297370664012,2.9005107725547976,7.066857725189064,10.039563971332301
735544.3611111111,9.6587001967806,1005.8064560771177,2.9524928441953113,7.810753469791105,10.057966698715264
735544.3645833334,10.976618243155196,1006.6959464808276,3.0034979346365795,8.958894738398595,10.08595112523952
735544.3680555556,11.670136307222561,1007.1663107366934,3.0554995593923784,9.56668014272892,10.104468906790515
735544.3715277779,12.350031484814293,1007.6308494295578,3.106504547280501,10.166530802688339,10.1185772162686
735544.375,12.929714267576253,1008.0282693486324,3.159489511825011,10.679856257305083,10.131675914612694
735544.3784722222,14.10775802068305,1008.8417553957273,3.2124929206258224,11.73053418588404,10.153062030789195
735544.3819444445,15.29516034250543,1009.6687863133155,3.264498066911587,12.798374686043843,10.171768033928657
735544.3854166667,16.710911160704605,1010.6622657585482,3.3174997925920366,14.081489317219232,10.193863654285916
735544.3888888889,17.443185015951464,1011.1781862504672,3.3665095468399198,14.74814849215879,10.207578356884879
